City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
133,Nanortalik,GL,2021-04-15 14:47:47,60.1432,-45.2371,29.01,70,48,28.77
134,Sept-Iles,CA,2021-04-15 14:47:47,50.2001,-66.3821,46.99,57,1,10.36
135,Acapulco,MX,2021-04-15 14:44:17,16.8634,-99.8901,75.2,83,75,6.91
136,Inuvik,CA,2021-04-15 14:47:48,68.3499,-133.7218,19.4,86,95,4.61
137,Pueblo Nuevo,MX,2021-04-15 14:47:49,23.3833,-105.3833,68.45,16,3,1.36
138,Chokurdakh,RU,2021-04-15 14:47:50,70.6333,147.9167,-19.68,100,29,2.93
139,Omsukchan,RU,2021-04-15 14:47:50,62.5333,155.8,14.13,95,100,5.03
140,Imbituba,BR,2021-04-15 14:47:51,-28.24,-48.6703,77.0,57,40,6.91
141,Ambovombe,MG,2021-04-15 14:47:52,-25.1667,46.0833,77.04,78,28,5.55
142,Torbay,CA,2021-04-15 14:47:52,47.6666,-52.7314,34.0,93,90,18.41
143,Okhotsk,RU,2021-04-15 14:47:53,59.3833,143.3,9.48,81,10,6.06
144,Morrisburg,CA,2021-04-15 14:47:53,44.9001,-75.1826,48.99,87,90,7.63
145,Alofi,NU,2021-04-15 14:47:54,-19.0595,-169.9187,66.2,94,0,6.44
146,Skibbereen,IE,2021-04-15 14:47:54,51.55,-9.2667,53.6,62,40,11.5
147,Severo-Kurilsk,RU,2021-04-15 14:47:55,50.6789,156.125,30.36,91,100,18.01
148,Newport,GB,2021-04-15 14:47:55,51.5877,-2.9984,51.8,49,75,9.22
149,Vardo,NO,2021-04-15 14:47:56,70.3705,31.1107,30.2,69,0,8.05
150,Nantucket,US,2021-04-15 14:47:56,41.2835,-70.0995,48.2,61,90,16.11
151,Berlevag,NO,2021-04-15 14:47:57,70.8578,29.0864,32.0,59,0,6.91
152,Ahuimanu,US,2021-04-15 14:47:57,21.4447,-157.8378,71.6,68,20,8.05
153,Mar Del Plata,AR,2021-04-15 14:47:58,-38.0023,-57.5575,70.0,82,0,9.22
154,San Quintin,MX,2021-04-15 14:47:59,30.4833,-115.95,56.59,69,100,9.64
155,Tuatapere,NZ,2021-04-15 14:47:59,-46.1333,167.6833,51.01,91,100,1.01
156,Bela,IN,2021-04-15 14:47:59,25.9333,81.9833,92.37,10,82,8.05
157,Qaanaaq,GL,2021-04-15 14:48:00,77.484,-69.3632,-1.17,73,91,5.59
158,Koson,UZ,2021-04-15 14:48:01,39.0375,65.585,68.0,32,0,6.91
159,Yulara,AU,2021-04-15 14:48:01,-25.2406,130.9889,59.0,88,90,9.22
160,Santa Engracia,ES,2021-04-15 14:48:02,41.9406,-1.3245,64.4,34,100,6.91
161,Neuquen,AR,2021-04-15 14:48:02,-38.9516,-68.0591,69.8,52,0,4.61
162,Barrow,US,2021-04-15 14:48:03,71.2906,-156.7887,8.6,78,90,6.91
163,Kampot,KH,2021-04-15 14:48:03,10.6167,104.1833,84.2,70,40,4.61
164,Sinjai,ID,2021-04-15 14:48:04,-5.1241,120.253,74.28,90,96,3.89
165,Xichang,CN,2021-04-15 14:47:49,27.8964,102.2634,59.16,68,42,6.62
166,Carnarvon,AU,2021-04-15 14:48:04,-24.8667,113.6333,79.36,31,1,16.22
167,Nampa,US,2021-04-15 14:48:05,43.5407,-116.5635,42.01,75,90,0.89
168,Zhongshu,CN,2021-04-15 14:48:06,24.5167,103.7667,62.73,50,65,4.0
169,Cayenne,GF,2021-04-15 14:45:21,4.9333,-52.3333,84.99,79,90,14.97
170,Hithadhoo,MV,2021-04-15 14:48:07,-0.6,73.0833,82.76,69,8,3.44
171,Puerto Colombia,CO,2021-04-15 14:48:07,10.9878,-74.9547,86.0,74,40,4.61
172,Phalodi,IN,2021-04-15 14:48:08,27.1333,72.3667,88.27,15,10,19.19
173,Waitati,NZ,2021-04-15 14:48:08,-45.75,170.5667,54.0,94,100,5.99
174,Jaromerice Nad Rokytnou,CZ,2021-04-15 14:48:09,49.0941,15.8933,37.99,75,90,19.57
175,Qostanay,KZ,2021-04-15 14:48:09,53.1667,63.5833,57.2,51,0,2.24
176,Tatawin,TN,2021-04-15 14:48:10,32.9297,10.4518,86.0,10,40,9.22
177,Touros,BR,2021-04-15 14:48:10,-5.1989,-35.4608,84.2,79,75,11.5
178,Tokonou,GN,2021-04-15 14:48:11,9.65,-9.7833,101.41,15,15,6.53
179,Porbandar,IN,2021-04-15 14:44:37,21.6422,69.6093,81.01,70,1,10.33
180,Qorveh,IR,2021-04-15 14:48:11,35.1664,47.8045,58.53,20,66,10.78
181,Kibaek,DK,2021-04-15 14:48:12,56.0317,8.857,52.0,43,75,11.5
182,Vila Franca Do Campo,PT,2021-04-15 14:48:12,37.7167,-25.4333,64.4,82,40,13.8
183,Codrington,AU,2021-04-15 14:48:13,-38.2667,141.9667,54.48,65,44,10.31
184,Walvis Bay,NA,2021-04-15 14:48:13,-22.9575,14.5053,89.11,28,9,11.32
185,Padang,ID,2021-04-15 14:48:14,-0.9492,100.3543,78.58,86,100,2.55
186,College,US,2021-04-15 14:48:14,64.8569,-147.8028,30.2,80,75,4.61
187,Manokwari,ID,2021-04-15 14:44:26,-0.8667,134.0833,79.99,77,100,1.07
188,Norman Wells,CA,2021-04-15 14:48:15,65.282,-126.8329,23.0,86,20,1.57
189,Sayyan,YE,2021-04-15 14:48:15,15.1718,44.3244,70.05,32,88,5.66
190,Pacific Grove,US,2021-04-15 14:45:59,36.6177,-121.9166,46.4,93,75,9.22
191,Coruripe,BR,2021-04-15 14:48:16,-10.1256,-36.1756,82.29,70,98,8.66
192,Nouadhibou,MR,2021-04-15 14:48:16,20.931,-17.0347,75.2,60,0,18.41
193,San Isidro,PE,2021-04-15 14:48:17,-12.1167,-77.05,72.0,77,40,6.91
194,Sioux Lookout,CA,2021-04-15 14:48:17,50.1001,-91.917,28.4,74,90,8.05
195,Tual,ID,2021-04-15 14:48:18,-5.6667,132.75,82.78,73,100,8.37
196,Caconda,AO,2021-04-15 14:48:18,-13.7333,15.0667,63.93,74,100,2.13
197,San Ciro De Acosta,MX,2021-04-15 14:48:18,21.6333,-99.8167,82.58,36,0,1.99
198,Lavrentiya,RU,2021-04-15 14:48:19,65.5833,-171.0,9.36,97,63,3.94
199,Mirador,BR,2021-04-15 14:48:19,-6.3708,-44.3631,84.65,70,97,7.76
